offer_id,token,position,pos_tag,label
291,agrega,80,vmip000,
291,13,87,dn0000,
291,noches,90,nc0p000,
291,de,42,sp000,
291,hostal,100,nc0s000,
291,),106,nc0s000,
292,¡,0,faa,
292,CDMX,1,np00000,
292,",",5,fc,
292,GDL,7,np00000,
292,o,11,cc,
292,Los,13,da0000,
292,Cabos,17,np00000,
292,a,18,sp000,
292,Tailandia,25,np00000,
292,",",5,fc,
292,regresa,36,vmip000,
292,desde,44,sp000,
292,Camboya,50,np00000,
292,–,58,fg,
292,$,60,zm,
292,"9,749",61,z0,
292,!,66,fat,
292,(,68,z0,
292,Por,69,sp000,
292,$,60,zm,
292,"1,141",74,dn0000,
292,agrega,80,vmip000,
292,13,87,dn0000,
292,noches,90,nc0p000,
292,de,44,sp000,
292,hostal,100,nc0s000,
292,),106,nc0s000,
293,¡,0,faa,
293,CDMX,1,np00000,
293,y,6,cc,
293,GDL,8,np00000,
293,a,12,sp000,
293,Camboya,14,np00000,
293,$,22,zm,
293,"9,720",23,dn0000,
293,!,28,fat,
293,(,30,z0,
293,Y,31,cc,
293,por,33,sp000,
293,$,22,nc0p000,
293,"3,443",38,z0,
293,agrega,44,vmip000,
293,23,51,dn0000,
293,noches,54,nc0p000,
293,hotel,61,nc0s000,
293,),66,nc0s000,
294,¡,0,faa,
294,CDMX,1,np00000,
294,y,6,cc,
294,GDL,8,np00000,
294,a,12,sp000,
294,Busan,14,np00000,
294,",",19,fc,
294,Corea,21,np00000,
294,–,27,fg,
294,$,29,zm,
294,"11,600",30,dn0000,
294,!,36,fat,
294,(,38,z0,
294,Por,39,sp000,
294,$,29,zm,
294,"3,550",44,dn0000,
294,agrega,50,vmip000,
294,8,57,dn0000,
294,noches,59,nc0p000,
294,de,66,sp000,
294,hotel,69,nc0s000,
294,),74,nc0s000,
295,¡,0,faa,
295,LA,1,pp000000,
295,a,4,sp000,
295,Paris,6,np00000,
295,–,12,fg,
295,$,14,zm,
295,"3,074",15,dn0000,
295,!,20,fat,
295,Por,22,sp000,
295,$,14,zm,
295,"2,243",27,dn0000,
295,agrega,33,vmip000,
295,5,40,dn0000,
295,noches,42,nc0p000,
295,de,49,sp000,
295,hostal,52,nc0s000,
295,con,59,sp000,
295,desayunos,63,nc0p000,
295,.,72,fp,
295,Por,22,sp000,
295,$,14,zm,
295,"2,530",79,dn0000,
295,de,49,sp000,
295,hotel,88,nc0s000,
296,¡,0,faa,
296,CUN,1,np00000,
296,a,5,sp000,
296,La,7,da0000,
296,Habana,10,np00000,
296,–,17,fg,
296,$,19,zm,
296,"2,652",20,dn0000,
296,!,25,fat,
296,Opción,27,np00000,
296,de,34,sp000,
296,hotel,37,nc0s000,
296,4,43,dn0000,
296,días,45,nc0p000,
296,y,50,cc,
296,3,52,z0,
296,noches,54,nc0p000,
296,todo,61,pi000000,
296,incluido,66,aq0000,
296,por,75,sp000,
296,$,19,zm,
296,"1,990",80,dn0000,
296,p,28,np00000,
296,/,87,fh,
296,persona,88,nc0s000,
296,(,96,nc0s000,
296,hab,97,vaip000,
296,doble,101,aq0000,
296,),106,nc0s000,
297,¡,0,faa,
297,CDMX,1,np00000,
297,",",5,fc,
297,GDL,7,np00000,
297,o,11,cc,
297,Los,13,da0000,
297,Cabos,17,np00000,
297,a,18,sp000,
297,Tailandia,25,np00000,
297,$,35,zm,
297,"9,494",36,dn0000,
297,!,41,fat,
297,(,43,z0,
297,Y,44,cc,
297,por,46,sp000,
297,sólo,50,rg,
297,$,35,nc0p000,
297,"2,119",56,z0,
297,agrega,62,vmip000,
297,13,69,dn0000,
297,noches,72,nc0p000,
297,de,79,sp000,
297,hotel,82,nc0s000,
297,),87,nc0s000,
298,¡,0,faa,
298,CDMX,1,np00000,
298,a,6,sp000,
298,Shenzhen,8,np00000,
298,",",16,fc,
298,China,18,np00000,
298,–,24,fg,
298,$,26,zm,
298,"9,811",27,dn0000,
298,!,32,fat,
298,(,34,z0,
298,Por,35,sp000,
298,$,26,zm,
298,"2,994",40,dn0000,
298,más,46,rg,
298,agrega,50,vmip000,
298,14,57,dn0000,
298,noches,60,nc0p000,
298,de,67,sp000,
298,hotel,70,nc0s000,
298,),75,nc0s000,
299,¡,0,faa,
299,CDMX,1,np00000,
299,a,6,sp000,
299,Hiroshima,8,np00000,
299,",",17,fc,
299,Japón,19,np00000,
299,–,25,fg,
299,$,27,zm,
299,"10,886",28,dn0000,
299,!,34,fat,
300,¡,0,faa,
300,CDMX,1,np00000,
300,a,6,sp000,
300,Punta,8,np00000,
300,Cana,14,np00000,
300,$,19,zm,
300,"7,262",20,dn0000,
300,!,25,fat,
300,(,27,z0,
300,Y,28,cc,
300,por,30,sp000,
300,sólo,34,rg,
300,$,19,nc0p000,
300,"3,843",40,z0,
300,agrega,46,vmip000,
300,8,42,dn0000,
300,noches,55,nc0p000,
300,hotel,62,nc0s000,
300,),67,nc0s000,
301,¡,0,faa,
301,CDMX,1,np00000,
301,a,6,sp000,
301,Islandia,8,np00000,
301,$,17,zm,
301,"11,713",18,dn0000,
301,!,24,fat,
301,(,26,nc0s000,
301,Temporada,27,nc0s000,
301,de,37,sp000,
301,auroras,40,nc0p000,
301,boreales,48,aq0000,
301,),56,f0,
302,¡,0,faa,
302,Todo,1,di0000,
302,México,6,np00000,
302,a,13,sp000,
302,Madrid,15,np00000,
302,+,22,cc,
302,Marruecos,24,np00000,
302,–,34,fg,
302,$,36,zm,
302,"15,805",37,dn0000,
302,!,43,fat,
302,(,45,z0,
302,Por,46,sp000,
302,$,36,zm,
302,"3,224",51,dn0000,
302,agrega,57,vmip000,
302,9,64,dn0000,
302,noches,66,nc0p000,
302,de,73,sp000,
302,hospedaje,76,nc0s000,
302,),85,nc0s000,
303,¡,0,faa,
303,LA,1,pp000000,
303,a,4,sp000,
303,Tokio,6,np00000,
303,",",11,fc,
303,Japón,13,np00000,
303,–,19,fg,
303,$,21,zm,
303,"8,978",22,dn0000,
303,!,27,fat,
303,Opción,29,np00000,
303,de,36,sp000,
303,hostal,39,nc0s000,
303,8,22,dn0000,
303,días,48,nc0p000,
303,y,53,cc,
303,7,25,z0,
303,noches,57,nc0p000,
303,por,64,sp000,
303,$,21,zm,
303,"2,875",69,dn0000,
303,con,75,sp000,
303,desayunos,79,nc0p000,
304,¡,0,faa,
304,CDMX,1,np00000,
304,a,6,sp000,
304,Oktoberfest,8,np00000,
304,$,20,zm,
304,"15,355",21,dn0000,
304,!,27,fat,
304,(,29,z0,
304,Sin,30,sp000,
304,escala,34,nc0s000,
304,EE.UU,41,np00000,
304,),46,nc0s000,
305,¡,0,faa,
305,CDMX,1,np00000,
305,a,6,sp000,
305,Europa,8,np00000,
305,Año,15,nc0s000,
305,Nuevo,19,np00000,
305,$,25,zm,
305,"17,999",26,z0,
305,!,32,fat,
305,(,34,z0,
305,Madrid,35,np00000,
305,+,42,cc,
305,París,44,np00000,
305,+,42,cc,
305,Venecia,52,nc0s000,
305,+,42,cc,
305,Bruselas,62,np00000,
305,+,42,cc,
305,Berlín,73,np00000,
305,+,42,cc,
305,Atenas,82,np00000,
305,+,42,cc,
305,Santorini,91,np00000,
305,),100,f0,
306,¡,0,faa,
306,CDMX,1,np00000,
306,a,6,sp000,
306,Dublín,8,np00000,
306,",",14,fc,
306,Irlanda,16,np00000,
306,–,24,fg,
306,$,26,zm,
306,"12,899",27,z0,
306,!,33,fat,
306,Por,35,sp000,
306,$,26,zm,
306,"2,377",40,dn0000,
306,agrega,46,vmip000,
306,5,53,dn0000,
306,noches,55,nc0p000,
306,de,62,sp000,
306,hostal,65,nc0s000,
306,con,72,sp000,
306,desayunos,76,nc0p000,
307,¡,0,faa,
307,Todo,1,di0000,
307,México,6,np00000,
307,a,13,sp000,
307,Santiago,15,np00000,
307,",",23,fc,
307,Chile,25,np00000,
307,🇨🇱,31,z0,
307,$,33,zm,
307,"9,062",34,dn0000,
307,!,39,fat,
307,(,41,z0,
307,Y,42,cc,
307,por,44,sp000,
307,$,33,zm,
307,"4,538",49,dn0000,
307,agrega,55,vmip000,
307,8,53,dn0000,
307,noches,64,nc0p000,
307,de,71,sp000,
307,hotel,74,nc0s000,
307,con,80,sp000,
307,desayunos,84,nc0p000,
307,),93,nc0s000,
308,¡,0,faa,
308,Todo,1,di0000,
308,México,6,np00000,
308,a,13,sp000,
308,La,15,da0000,
308,Habana,18,np00000,
308,🇨🇺,25,z0,
308,$,28,zm,
308,"3,674",29,dn0000,
308,!,34,fat,
308,(,36,z0,
308,Y,37,cc,
308,por,39,sp000,
308,$,28,zm,
308,"1,304",44,dn0000,
308,agrega,50,vmip000,
308,4,33,dn0000,
308,días,59,nc0p000,
308,y,64,cc,
308,3,29,rg,
308,noches,68,nc0p000,
308,de,75,sp000,
308,hotel,78,nc0s000,
308,con,84,sp000,
308,desayunos,88,nc0p000,
308,",",30,fc,
308,por,39,sp000,
308,$,28,zm,
308,"1,942",104,dn0000,
308,todo,110,pi000000,
308,incluido,115,aq0000,
309,¡,0,faa,
309,CDMX,1,np00000,
309,a,6,sp000,
309,Santorini,8,np00000,
309,+,18,rg,
309,Viena,20,np00000,
309,$,26,zm,
309,"16,505",27,dn0000,
309,!,33,fat,
309,(,35,z0,
309,Y,36,cc,
309,por,38,sp000,
309,sólo,42,rg,
309,$,26,nc0p000,
309,"6,381",48,dn0000,
309,agrega,54,vmip000,
309,13,61,dn0000,
309,noches,64,nc0p000,
309,hotel,71,nc0s000,
309,),76,nc0s000,
310,¡,0,faa,
310,CDMX,1,np00000,
310,a,6,sp000,
310,Namibia,8,np00000,
310,+,16,cc,
310,Sudáfrica,18,np00000,
310,$,28,zm,
310,"17,030",29,z0,
310,!,35,fat,
310,(,37,z0,
310,Y,38,cc,
310,por,40,sp000,
310,$,28,zm,
310,"9,207",45,dn0000,
310,agrega,51,vmip000,
310,15,58,dn0000,
310,noches,61,nc0p000,
310,hotel,68,nc0s000,
310,),73,nc0s000,
311,¡,0,faa,
311,CDMX,1,np00000,
311,a,6,sp000,
311,Ciudad,8,np00000,
311,del,15,sp000,
311,Cabo,19,np00000,
311,",",23,fc,
311,Sudáfrica,25,np00000,
311,–,35,fg,
311,$,37,zm,
311,"14,502",38,z0,
311,!,44,fat,
311,(,46,z0,
311,Por,47,sp000,
311,$,37,zm,
311,"3,804",52,dn0000,
311,agrega,58,vmip000,
311,8,54,dn0000,
311,noches,67,nc0p000,
311,de,15,sp000,
311,hotel,77,nc0s000,
311,),82,nc0s000,
312,¡,0,faa,
312,CDMX,1,np00000,
312,a,6,sp000,
312,Vancouver,8,np00000,
312,+,18,cc,
312,Seúl,20,np00000,
312,$,25,zm,
312,"14,868",26,dn0000,
312,!,32,fat,
312,(,34,z0,
312,Y,35,cc,
312,por,37,sp000,
312,$,25,zm,
312,"3,674",42,dn0000,
312,agrega,48,vmip000,
312,8,29,dn0000,
312,noches,57,nc0p000,
312,hotel,64,nc0s000,
312,),69,nc0s000,
313,¡,0,faa,
313,CDMX,1,np00000,
313,a,6,sp000,
313,Vancouver,8,np00000,
313,+,18,rg,
313,Osaka,20,np00000,
313,$,26,zm,
313,"14,909",27,z0,
313,!,33,fat,
313,(,35,z0,
313,Y,36,cc,
313,por,38,sp000,
313,sólo,42,rg,
313,$,26,nc0p000,
313,"3,105",48,dn0000,
313,agrega,54,vmip000,
313,8,61,dn0000,
313,noches,63,nc0p000,
313,hotel,70,nc0s000,
313,),75,nc0s000,
314,¡,0,faa,
314,CDMX,1,np00000,
314,a,6,sp000,
314,Tuxtla,8,np00000,
314,Gutiérrez,15,np00000,
314,",",24,fc,
314,Chiapas,26,np00000,
314,–,34,fg,
314,$,36,zm,
314,"1,196",37,dn0000,
314,!,42,fat,
314,(,44,z0,
314,Por,45,sp000,
314,$,36,zm,
314,"1,200",50,dn0000,
314,agrega,56,vmip000,
314,5,63,dn0000,
314,noches,65,nc0p000,
314,de,72,sp000,
314,hotel,75,nc0s000,
314,",",24,fc,
314,por,82,sp000,
314,$,36,zm,
314,525,87,dn0000,
314,de,72,sp000,
314,hostal,94,nc0s000,
314,con,101,sp000,
314,desayunos,105,nc0p000,
314,),114,nc0s000,
315,¡,0,faa,
315,CDMX,1,np00000,
315,a,6,sp000,
315,Osaka,8,np00000,
315,–,14,fg,
315,$,16,zm,
315,"11,418",17,dn0000,
315,!,23,fat,
316,¡,0,faa,
316,CDMX,1,np00000,
316,a,6,sp000,
316,Dominicana,8,np00000,
316,$,19,zm,
316,"7,238",20,dn0000,
316,!,25,fat,
316,Directos,27,aq0000,
316,(,36,nc0s000,
316,Y,37,cc,
316,por,39,sp000,
316,sólo,43,rg,
316,$,19,nc0p000,
316,"1,893",49,dn0000,
316,agrega,55,vmip000,
316,6,62,dn0000,
316,noches,64,nc0p000,
316,hotel,71,nc0s000,
316,),76,nc0s000,
317,Sin,0,sp000,
317,pasar,4,vmn0000,
317,EE.UU,10,np00000,
317,¡,16,faa,
317,Todo,17,di0000,
317,México,22,np00000,
317,a,5,sp000,
317,Roma,31,np00000,
317,🇮🇹,36,np00000,
317,"14,676",38,z0,
317,!,45,fat,
317,(,47,z0,
317,Por,48,sp000,
317,$,52,zm,
317,"5,324",53,dn0000,
317,agrega,59,vmip000,
317,6,41,dn0000,
317,noches,68,nc0p000,
317,de,75,sp000,
317,hotel,78,nc0s000,
317,",",40,fc,
317,$,52,nc0p000,
317,"2,943",86,dn0000,
317,por,92,sp000,
317,hostal,96,nc0s000,
317,),102,nc0s000,
318,Sin,0,sp000,
318,pasar,4,vmn0000,
318,EE.UU,10,np00000,
318,¡,16,faa,
318,Todo,17,di0000,
318,México,22,np00000,
318,a,5,sp000,
318,París,31,np00000,
318,🇫🇷,37,np00000,
318,"14,726",39,z0,
318,!,46,fat,
318,(,48,z0,
318,Por,49,sp000,
318,$,53,zm,
318,"3,127",54,dn0000,
318,agrega,60,vmip000,
318,6,44,dn0000,
318,noches,69,nc0p000,
318,de,76,sp000,
318,hostal,79,nc0s000,
318,con,86,sp000,
318,desayunos,90,nc0p000,
318,),99,nc0s000,
319,¡,0,faa,
319,Todo,1,di0000,
319,México,6,np00000,
319,a,13,sp000,
319,Toronto,15,np00000,
319,🇨🇦,23,np00000,
319,$,26,zm,
319,"6,075",27,dn0000,
319,!,32,fat,
319,Opción,34,np00000,
319,de,41,sp000,
319,guesthouse,44,aq0000,
319,5,31,z0,
319,días,57,nc0p000,
319,y,62,cc,
319,4,64,z0,
319,noches,66,nc0p000,
319,por,73,sp000,
319,$,26,zm,
319,"3,008",78,dn0000,
319,p,35,np00000,
319,/,85,fh,
319,persona,86,nc0s000,
319,(,94,nc0s000,
319,hab,95,vaip000,
319,doble,99,aq0000,
319,),104,nc0s000,
320,¡,0,faa,
320,CUN,1,np00000,
320,a,5,sp000,
320,NYC,7,np00000,
320,-,11,fg,
320,$,12,nc0p000,
320,"3,938",13,dn0000,
320,!,18,fat,
320,(,20,z0,
320,Y,8,cc,
320,por,23,sp000,
320,$,12,zm,
320,"3,533",28,dn0000,
320,agrega,34,vmip000,
320,4,41,dn0000,
320,noches,43,nc0p000,
320,de,50,sp000,
320,hostal,53,nc0s000,
320,),59,nc0s000,
321,¡,0,faa,
321,CDMX,1,np00000,
321,",",5,fc,
321,GDL,7,np00000,
321,y,11,cc,
321,MTY,13,np00000,
321,a,17,sp000,
321,Toronto,19,np00000,
321,+,27,rg,
321,Islandia,29,np00000,
321,$,38,zm,
321,"13,616",39,z0,
321,!,45,fat,
321,Sin,47,sp000,
321,escala,51,nc0s000,
321,EE.UU,58,np00000,
321,(,64,nc0s000,
321,Y,15,cc,
321,por,67,sp000,
321,$,38,zm,
321,"6,262",72,dn0000,
321,agrega,78,vmip000,
321,7,85,dn0000,
321,noches,87,nc0p000,
321,de,94,sp000,
321,hotel,97,nc0s000,
321,),102,nc0s000,
322,¡,0,faa,
322,CDMX,1,np00000,
322,",",5,fc,
322,GDL,7,np00000,
322,y,11,cc,
322,MTY,13,np00000,
322,a,17,sp000,
322,París,19,np00000,
322,+,25,cc,
322,Toronto,27,np00000,
322,$,35,zm,
322,"12,926",36,z0,
322,!,42,fat,
322,Sin,44,sp000,
322,escala,48,nc0s000,
322,EE.UU,55,np00000,
322,(,61,nc0s000,
322,Y,15,cc,
322,por,64,sp000,
322,$,35,zm,
322,"7,773",69,dn0000,
322,agrega,75,vmip000,
322,13,82,dn0000,
322,noches,85,nc0p000,
322,de,92,sp000,
322,Hotel,95,np00000,
322,),100,f0,
323,¡,0,faa,
323,CDMX,1,np00000,
323,",",5,fc,
323,GDL,7,np00000,
323,y,11,cc,
323,Los,13,da0000,
323,Cabos,17,np00000,
323,a,18,sp000,
323,Bangkok,25,np00000,
323,–,33,fg,
323,$,35,zm,
323,"11,236",36,dn0000,
323,!,42,fat,
323,(,44,z0,
323,Por,45,sp000,
323,$,35,zm,
323,"2,744",50,dn0000,
323,p,56,np00000,
323,/,57,fh,
323,persona,58,nc0s000,
323,agrega,66,vmip000,
323,10,73,dn0000,
323,noches,76,nc0p000,
323,de,83,sp000,
323,hotel,86,nc0s000,
323,4,53,dn0000,
323,estrellas,94,nc0p000,
323,),103,nc0s000,
324,¡,0,faa,
324,CDMX,1,np00000,
324,a,6,sp000,
324,Viena,8,np00000,
324,$,14,zm,
324,"14,627",15,z0,
324,!,21,fat,
324,Sin,23,sp000,
324,escala,27,nc0s000,
324,EE.UU,34,np00000,
324,(,40,nc0s000,
324,Y,41,cc,
324,por,43,sp000,
324,sólo,47,rg,
324,$,14,nc0p000,
324,"6,331",53,dn0000,
324,agrega,59,vmip000,
324,8,66,dn0000,
324,noches,68,nc0p000,
324,de,75,sp000,
324,hotel,78,nc0s000,
324,),83,nc0s000,
325,¡,0,faa,
325,CDMX,1,np00000,
325,a,6,sp000,
325,Barcelona,8,np00000,
325,–,18,fg,
325,$,20,zm,
325,"13,737",21,z0,
325,!,27,fat,
325,Opción,29,np00000,
325,de,36,sp000,
325,hostal,39,nc0s000,
325,",",23,fc,
325,7,24,z0,
325,días,49,nc0p000,
325,y,54,cc,
325,6,56,z0,
325,noches,58,nc0p000,
325,por,65,sp000,
325,$,20,zm,
325,"2,996",70,dn0000,
326,¡,0,faa,
326,Todo,1,di0000,
326,México,6,np00000,
326,a,13,sp000,
326,Vancouver,15,np00000,
326,–,25,fg,
326,$,27,zm,
326,"4,621",28,dn0000,
326,!,33,fat,
326,Opción,35,np00000,
326,de,42,sp000,
326,hostal,45,nc0s000,
326,4,28,z0,
326,días,54,nc0p000,
326,y,59,cc,
326,3,61,rg,
326,noches,63,nc0p000,
326,por,70,sp000,
326,$,27,zm,
326,"2,481",75,dn0000,
326,con,81,sp000,
326,desayunos,85,nc0p000,
327,¡,0,faa,
327,Todo,1,di0000,
327,México,6,np00000,
327,a,13,sp000,
327,Madrid,15,np00000,
327,–,22,fg,
327,$,24,zm,
327,"14,512",25,z0,
327,!,31,fat,
327,Por,33,sp000,
327,$,24,zm,
327,"3,407",38,dn0000,
327,agrega,45,vmip000,
327,7,42,dn0000,
327,noches,54,nc0p000,
327,de,61,sp000,
327,hostal,64,nc0s000,
328,¡,0,faa,
328,Todo,1,di0000,
328,México,6,np00000,
328,a,13,sp000,
328,Amsterdam,15,np00000,
328,🇳🇱,25,np00000,
328,$,28,zm,
328,"14,699",29,z0,
328,!,35,fat,
328,Por,37,sp000,
328,$,28,nc0p000,
328,"4,670",42,z0,
328,p,48,np00000,
328,/,49,fh,
328,persona,50,nc0s000,
328,agrega,58,vmip000,
328,6,32,dn0000,
328,noches,67,nc0p000,
328,de,74,sp000,
328,hotel,77,nc0s000,
328,(,83,nc0s000,
328,hab,84,vaip000,
328,doble,88,aq0000,
328,),93,nc0s000,
328,.,94,fp,
329,¡,0,faa,
329,Tijuana,1,np00000,
329,a,5,sp000,
329,Pekín,11,np00000,
329,$,17,zm,
329,"10,687",18,dn0000,
329,!,24,fat,
329,(,26,z0,
329,Y,27,cc,
329,por,29,sp000,
329,sólo,33,rg,
329,$,17,nc0p000,
329,"2,063",39,dn0000,
329,agrega,45,vmip000,
329,9,52,dn0000,
329,noches,54,nc0p000,
329,de,61,sp000,
329,hotel,64,nc0s000,
329,),69,nc0s000,
330,¡,0,faa,
330,CUN,1,np00000,
330,a,5,sp000,
330,La,7,da0000,
330,Habana,10,np00000,
330,–,17,fg,
330,$,19,zm,
330,"2,594",20,dn0000,
330,!,25,fat,
330,Opción,27,np00000,
330,de,34,sp000,
330,hotel,37,nc0s000,
330,4,24,dn0000,
330,días,45,nc0p000,
330,y,50,cc,
330,3,52,z0,
330,noches,54,nc0p000,
330,todo,61,pi000000,
330,incluido,66,aq0000,
330,por,75,sp000,
330,$,19,zm,
330,"1,955",80,dn0000,
330,p,28,np00000,
330,/,87,fh,
330,persona,88,nc0s000,
330,(,96,nc0s000,
330,hab,97,vaip000,
330,doble,101,aq0000,
330,),106,nc0s000,
331,¡,0,faa,
331,CDMX,1,np00000,
331,a,6,sp000,
331,Hiroshima,8,np00000,
331,",",17,fc,
331,Japón,19,np00000,
331,–,25,fg,
331,$,27,zm,
331,"10,997",28,dn0000,
331,!,34,fat,
331,Por,36,sp000,
331,$,27,zm,
331,"2,852",41,dn0000,
331,agrega,47,vmip000,
331,9,31,dn0000,
331,días,56,nc0p000,
331,y,61,cc,
331,8,43,w,
331,noches,65,nc0p000,
331,de,72,sp000,
331,hostal,75,nc0s000,
331,p,21,np00000,
331,/,83,fh,
331,persona,84,nc0s000,
332,¡,0,faa,
332,Asia,1,np00000,
332,total,6,aq0000,
332,$,12,zm,
332,"24,390",13,dn0000,
332,!,19,fat,
332,(,21,nc0s000,
332,Japón,22,np00000,
332,+,28,cc,
332,Corea,30,np00000,
332,+,28,cc,
332,China,38,np00000,
332,+,28,fz,
332,Hong,46,np00000,
332,Kong,51,np00000,
332,+,28,rg,
332,Tailandia,58,np00000,
332,),67,f0,
333,¡,0,faa,
333,CDMX,1,np00000,
333,a,6,sp000,
333,Nepal,8,np00000,
333,$,14,zm,
333,"17,720",15,z0,
333,!,21,fat,
333,(,23,z0,
333,Y,24,cc,
333,por,26,sp000,
333,sólo,30,rg,
333,$,14,nc0p000,
333,"1,440",36,dn0000,
333,agrega,42,vmip000,
333,12,49,dn0000,
333,noches,52,nc0p000,
333,de,59,sp000,
333,hotel,62,nc0s000,
333,),67,nc0s000,
334,¡,0,faa,
334,CDMX,1,np00000,
334,a,6,sp000,
334,Israel,8,np00000,
334,$,15,zm,
334,"15,344",16,dn0000,
334,!,22,fat,
334,(,24,z0,
334,Sin,25,sp000,
334,escala,29,nc0s000,
334,en,36,sp000,
334,EE.UU,39,np00000,
334,),44,nc0s000,
335,¡,0,faa,
335,CDMX,1,np00000,
335,a,6,sp000,
335,Islas,8,np00000,
335,Galápagos,14,np00000,
335,$,24,zm,
335,"9,826",25,dn0000,
335,!,30,fat,
336,¡,0,faa,
336,LA,1,pp000000,
336,a,4,sp000,
336,Madrid,6,np00000,
336,–,13,fg,
336,$,15,zm,
336,"7,756",16,dn0000,
336,!,21,fat,
336,Por,23,sp000,
336,$,15,nc0p000,
336,"3,595",28,z0,
336,p,34,np00000,
336,/,35,fh,
336,persona,36,nc0s000,
336,agrega,44,vmip000,
336,7,16,dn0000,
336,días,53,nc0p000,
336,y,58,cc,
336,6,20,z0,
336,noches,62,nc0p000,
336,de,69,sp000,
336,depto,72,nc0s000,
336,(,78,nc0s000,
336,hab,79,vaip000,
336,doble,83,aq0000,
336,),88,nc0s000,
337,¡,0,faa,
337,CUN,1,np00000,
337,a,5,sp000,
337,Puerto,7,np00000,
337,Rico,14,np00000,
337,$,19,zm,
337,"2,833",20,dn0000,
337,!,25,fat,
337,(,27,z0,
337,Y,28,cc,
337,por,30,sp000,
337,sólo,34,rg,
337,$,19,nc0p000,
337,"3,770",40,dn0000,
337,agrega,46,vmip000,
337,4,53,dn0000,
337,noches,55,nc0p000,
337,de,62,sp000,
337,hotel,65,nc0s000,
337,),70,nc0s000,
338,¡,0,faa,
338,CUN,1,np00000,
338,a,5,sp000,
338,La,7,da0000,
338,Habana,10,np00000,
338,–,17,fg,
338,$,19,zm,
338,"2,915",20,dn0000,
338,!,25,fat,
338,Opción,27,np00000,
338,de,34,sp000,
338,hotel,37,nc0s000,
338,4,43,dn0000,
338,días,45,nc0p000,
338,y,50,cc,
338,3,52,z0,
338,noches,54,nc0p000,
338,todo,61,pi000000,
338,incluido,66,aq0000,
338,por,75,sp000,
338,$,19,zm,
338,"1,965",80,dn0000,
338,p,28,np00000,
338,/,87,fh,
338,persona,88,nc0s000,
338,(,96,nc0s000,
338,hab,97,vaip000,
338,doble,101,aq0000,
338,),106,nc0s000,
339,¡,0,faa,
339,CDMX,1,np00000,
339,",",5,fc,
339,GDL,7,np00000,
339,y,11,cc,
339,Silao,13,np00000,
339,a,16,sp000,
339,Orlando,21,np00000,
339,–,29,fg,
339,$,31,zm,
339,"3,584",32,dn0000,
339,!,37,fat,
339,Por,39,sp000,
339,$,31,zm,
339,"2,302",44,dn0000,
339,p,50,np00000,
339,/,51,fh,
339,persona,52,nc0s000,
339,agrega,60,vmip000,
339,4,36,dn0000,
339,días,69,nc0p000,
339,y,11,cc,
339,3,32,rg,
339,noches,78,nc0p000,
339,de,85,sp000,
339,hotel,88,nc0s000,
339,con,94,sp000,
339,desayunos,98,nc0p000,
339,(,108,nc0s000,
339,hab,109,vaip000,
339,doble,113,aq0000,
339,),118,nc0s000,
340,¡,0,faa,
340,CDMX,1,np00000,
340,a,6,sp000,
340,Dublín,8,np00000,
340,",",14,fc,
340,Irlanda,16,np00000,
340,–,24,fg,
340,$,26,zm,
340,"13,904",27,z0,
340,!,33,fat,
340,Por,35,sp000,
340,$,26,zm,
340,"2,192",40,dn0000,
340,agrega,46,vmip000,
340,5,53,dn0000,
340,noches,55,nc0p000,
340,de,62,sp000,
340,hostal,65,nc0s000,
340,con,72,sp000,
340,desayunos,76,nc0p000,
341,¡,0,faa,
341,CDMX,1,np00000,
341,a,6,sp000,
341,Costa,8,np00000,
341,Rica,14,np00000,
341,$,19,zm,
341,"3,578",20,dn0000,
341,!,25,fat,
341,(,27,z0,
341,Y,28,cc,
341,por,30,sp000,
341,sólo,34,rg,
341,$,19,zm,
341,855,40,dn0000,
341,agrega,44,vmip000,
341,3,20,dn0000,
341,noches,53,nc0p000,
341,de,60,sp000,
341,hotel,63,nc0s000,
341,),68,nc0s000,
342,¡,0,faa,
342,CDMX,1,np00000,
342,a,6,sp000,
342,Bali,8,np00000,
342,",",12,fc,
342,Indonesia,14,np00000,
342,–,24,fg,
342,$,26,zm,
342,"15,952",27,dn0000,
342,!,33,fat,
343,¡,0,faa,
343,LA,1,pp000000,
343,a,4,sp000,
343,Tokio,6,np00000,
343,",",11,fc,
343,Japón,13,np00000,
343,–,19,fg,
343,$,21,zm,
343,"8,315",22,dn0000,
343,!,27,fat,
343,Opción,29,np00000,
343,de,36,sp000,
343,hostal,39,nc0s000,
343,8,22,dn0000,
343,días,48,nc0p000,
343,y,53,cc,
343,7,55,z0,
343,noches,57,nc0p000,
343,por,64,sp000,
343,$,21,zm,
343,"2,849",69,dn0000,
343,con,75,sp000,
343,desayunos,79,nc0p000,
344,¡,0,faa,
344,GDL,1,np00000,
344,a,5,sp000,
344,La,7,da0000,
344,Paz,10,np00000,
344,",",13,fc,
344,BCS,15,np00000,
344,–,19,fg,
344,$,21,zm,
344,975,22,dn0000,
344,!,25,fat,
344,Por,27,sp000,
344,$,21,nc0p000,
344,"1,533",32,np00000,
344,p,38,np00000,
344,/,39,fh,
344,persona,40,nc0s000,
344,agrega,48,vmip000,
344,4,55,dn0000,
344,días,57,nc0p000,
344,y,62,cc,
344,3,35,rg,
344,noches,66,nc0p000,
344,de,73,sp000,
344,hotel,76,nc0s000,
